Ambulance_ID,Ambulance_Type,Latitude,Longitude,Availability
AMB_0404,Advanced Life Support,26.918344887948482,75.75021715350366,Available
AMB_0405,Critical Care,26.910834171460035,75.75753766412458,Busy
AMB_0406,Advanced Life Support,26.981502317236362,75.89058971809392,Available
AMB_0407,Basic Life Support,26.949397296211686,75.99721283936597,Available
AMB_0408,Basic Life Support,26.950330734439184,75.91740383420166,Available
AMB_0409,Basic Life Support,26.870664643359962,75.88549264709206,Available
AMB_0410,Basic Life Support,26.97437918739991,75.94110182967594,Available
AMB_0411,Basic Life Support,26.92371631680986,75.73292724691346,Available
AMB_0412,Critical Care,26.94257721107444,75.72897528885412,Available
AMB_0413,Critical Care,26.774409726069667,75.94783859248231,Maintenance
AMB_0414,Advanced Life Support,26.923598742910052,75.98923450608741,Available
AMB_0415,Basic Life Support,26.87353177197763,75.66672557450353,Available
AMB_0416,Basic Life Support,26.96202984199221,75.97634573313894,Busy
AMB_0417,Critical Care,26.764902748517468,75.95826521202947,Available
AMB_0418,Basic Life Support,26.779958811453497,75.72312194205385,Busy
AMB_0419,Basic Life Support,26.97374272094672,75.84215536055292,Available
AMB_0420,Advanced Life Support,26.992878144599743,75.85318224393478,Busy
AMB_0421,Critical Care,26.860104294353917,75.88911513028982,Busy
AMB_0422,Basic Life Support,26.857685033982065,75.67201470920887,Available
AMB_0423,Basic Life Support,26.89932864567271,75.75018917427823,Available
AMB_0424,Basic Life Support,26.955605152752693,75.6770085446431,Available
AMB_0425,Advanced Life Support,26.952444880016188,75.78042867640052,Busy
AMB_0426,Basic Life Support,26.976918720046786,75.84774711316659,Maintenance
AMB_0427,Advanced Life Support,26.925924197767667,75.93017258070853,Busy
AMB_0428,Advanced Life Support,26.844758129099006,75.83601614479724,Maintenance
AMB_0429,Advanced Life Support,26.84737558697186,75.71536495928179,Available
AMB_0430,Basic Life Support,26.931028572913874,75.76972690962506,Available
AMB_0431,Advanced Life Support,26.790881528981767,75.78925776232256,Busy
AMB_0432,Advanced Life Support,26.921188288262222,75.8387087663881,Available
AMB_0433,Advanced Life Support,26.923501567170383,75.79601922511175,Busy
AMB_0434,Critical Care,26.964976811320007,75.91275583741763,Available
AMB_0435,Basic Life Support,26.96929409182386,75.77851410618813,Available
AMB_0436,Advanced Life Support,26.94404201337418,75.89136731801041,Busy
AMB_0437,Critical Care,26.95205533847386,75.92377973675019,Available
AMB_0438,Advanced Life Support,26.80132482122209,75.97760500349018,Available
AMB_0439,Basic Life Support,26.975783353872526,75.85759801298606,Available
AMB_0440,Critical Care,26.939760616933956,75.90864972531445,Available
AMB_0441,Advanced Life Support,26.97611618973576,75.6641568793107,Available
AMB_0442,Basic Life Support,26.950715644321203,75.67344197395491,Available
AMB_0443,Advanced Life Support,26.834168943466462,75.82825647227297,Available
AMB_0444,Advanced Life Support,26.982725633276857,75.85387342090361,Available
AMB_0445,Basic Life Support,26.827028747442334,75.77685051339651,Available
AMB_0446,Advanced Life Support,26.972151792007917,75.79805903364272,Available
AMB_0447,Basic Life Support,26.93117099333233,75.99094219293022,Busy
AMB_0448,Basic Life Support,26.838783763478695,75.7531538880788,Available
AMB_0449,Basic Life Support,26.77898569725834,75.73614899456625,Available
AMB_0450,Basic Life Support,26.816440233655495,75.84662051183562,Busy
AMB_0451,Advanced Life Support,26.918074768549566,75.84372031211329,Busy
AMB_0452,Advanced Life Support,26.943471907814903,75.83987192178239,Maintenance
AMB_0453,Advanced Life Support,26.961996047620612,75.88994410173851,Available
AMB_0454,Basic Life Support,26.85588373413683,75.99120372858742,Available
AMB_0455,Basic Life Support,26.929616637213265,75.90905097147852,Available
AMB_0456,Basic Life Support,26.810636520755512,75.7160427583022,Available
AMB_0457,Basic Life Support,26.876793953867388,75.66306018480812,Available
AMB_0458,Advanced Life Support,26.92324676995663,75.98458129878175,Available
AMB_0459,Advanced Life Support,26.981850002472832,75.86016863682416,Available
AMB_0460,Advanced Life Support,26.867502415219494,75.79558126449457,Available
AMB_0461,Basic Life Support,26.990855229022287,75.93389278039233,Busy
AMB_0462,Critical Care,26.875976590613142,75.71326968059064,Available
AMB_0463,Advanced Life Support,26.92391303988105,75.71826343952682,Available
AMB_0464,Advanced Life Support,26.96105293019434,75.65996208307376,Available
AMB_0465,Basic Life Support,26.893476371510033,75.99892219888588,Available
AMB_0466,Basic Life Support,26.88996395906058,75.97570811381664,Available
AMB_0467,Basic Life Support,26.84895194069884,75.99517332114876,Available
AMB_0468,Advanced Life Support,26.89550275719454,75.74953595716637,Available
AMB_0469,Advanced Life Support,26.86036233567944,75.7007994889576,Maintenance
AMB_0470,Critical Care,26.94807836881863,75.68931208863403,Available
AMB_0471,Basic Life Support,26.948772350326777,75.79822155933859,Available
AMB_0472,Basic Life Support,26.86947157070947,75.77524052776401,Busy
AMB_0473,Advanced Life Support,26.78477194861939,75.87861322548194,Available
AMB_0474,Advanced Life Support,26.80071935030833,75.81017024321693,Available
AMB_0475,Advanced Life Support,26.92189788762438,75.7294443544951,Available
AMB_0476,Basic Life Support,26.781743787099753,75.7879572059598,Available
AMB_0477,Basic Life Support,26.879751412703257,75.70395120427841,Available
AMB_0478,Basic Life Support,26.855378203039262,75.75363835090498,Available
AMB_0479,Basic Life Support,26.874805209379062,75.85192115077355,Busy
AMB_0480,Advanced Life Support,26.82136117701066,75.8848744045981,Available
AMB_0481,Basic Life Support,26.820291733302703,75.93507582752834,Available
AMB_0482,Basic Life Support,26.942767218632117,75.82348758738006,Available
AMB_0483,Advanced Life Support,26.903895845974187,75.97506872429908,Available
AMB_0484,Critical Care,26.905326604988478,75.80264768247743,Available
AMB_0485,Critical Care,26.899572058982265,75.74598380202922,Busy
AMB_0486,Critical Care,26.97566380569478,75.80657943367147,Available
AMB_0487,Advanced Life Support,26.87846247158392,75.87994322426185,Busy
AMB_0488,Basic Life Support,26.983770298983895,75.71394932463897,Busy
AMB_0489,Advanced Life Support,26.910956063489788,75.96595851191168,Available
AMB_0490,Basic Life Support,26.75370714054193,75.94902153702088,Available
AMB_0491,Basic Life Support,26.943924366667535,75.82165987149334,Available
AMB_0492,Basic Life Support,26.892214566779973,75.8562656899031,Available
AMB_0493,Basic Life Support,26.853489468366995,75.99378135941866,Available
AMB_0494,Basic Life Support,26.786940159227445,75.90745451482377,Available
AMB_0495,Advanced Life Support,26.783373798013773,75.97420124338205,Busy
AMB_0496,Basic Life Support,26.934754439011787,75.94926997542211,Available
AMB_0497,Advanced Life Support,26.804530169441282,75.91772377250803,Available
AMB_0498,Basic Life Support,26.901306386611513,75.70012335550284,Busy
AMB_0499,Advanced Life Support,26.854594668062365,75.9622013085965,Busy
AMB_0500,Basic Life Support,26.872645484351118,75.98070539825599,Busy
AMB_0501,Basic Life Support,26.98969281735634,75.91299465352769,Available
AMB_0502,Advanced Life Support,26.75332732908714,75.73099118483907,Available
AMB_0503,Basic Life Support,26.84228640985029,75.82470621336205,Busy
AMB_0504,Basic Life Support,26.847088725059603,75.97534851271847,Available
AMB_0505,Basic Life Support,26.95017540720473,75.69215847298378,Maintenance
AMB_0506,Basic Life Support,26.781375878997633,75.8819318582691,Available
AMB_0507,Basic Life Support,26.76387162187527,75.75073020651362,Busy
AMB_0508,Basic Life Support,26.821056385929623,75.87108671534577,Busy
AMB_0509,Basic Life Support,26.902241169984674,75.74122831775605,Available
AMB_0510,Advanced Life Support,26.827638357311656,75.7810569655229,Available
AMB_0511,Basic Life Support,26.882318821804084,75.80500565339018,Available
AMB_0512,Critical Care,26.87814085341692,75.6724645196605,Available
AMB_0513,Basic Life Support,26.89167280658598,75.98319063145503,Available
AMB_0514,Advanced Life Support,26.756530509532148,75.76291124097628,Available
AMB_0515,Advanced Life Support,26.930954794061712,75.75817402088029,Busy
AMB_0516,Basic Life Support,26.810262558406173,75.89379690843296,Busy
AMB_0517,Basic Life Support,26.827398938116172,75.96838683951769,Available
AMB_0518,Basic Life Support,26.835259445263855,75.6565042416589,Busy
AMB_0519,Basic Life Support,26.81201885216515,75.69059502610672,Available
AMB_0520,Basic Life Support,26.88268816281345,75.73498921223702,Available
AMB_0521,Basic Life Support,26.881470780192654,75.69616131286823,Busy
AMB_0522,Basic Life Support,26.822323048620145,75.78235051831199,Available
AMB_0523,Advanced Life Support,26.894847767117692,75.66850833449097,Available
AMB_0524,Advanced Life Support,26.903029102036903,75.65819678898892,Available
AMB_0525,Advanced Life Support,26.90862729439215,75.70730312220466,Available
AMB_0526,Basic Life Support,26.972733226276155,75.86889926984769,Busy
AMB_0527,Basic Life Support,26.91198735984598,75.94478101112762,Busy
AMB_0528,Critical Care,26.99552503015196,75.91287001504938,Busy
AMB_0529,Advanced Life Support,26.78709823038064,75.71728678015833,Available
AMB_0530,Basic Life Support,26.760072040739818,75.67149675648348,Available
AMB_0531,Critical Care,26.903930662248825,75.66999211431906,Available
AMB_0532,Advanced Life Support,26.868947940195564,75.68295457169303,Available
AMB_0533,Advanced Life Support,26.828705414610077,75.84678958310596,Available
AMB_0534,Basic Life Support,26.999073892246887,75.7153177701925,Busy
AMB_0535,Critical Care,26.858152269473564,75.90072069401155,Available
AMB_0536,Basic Life Support,26.827900216703483,75.68924629502656,Busy
AMB_0537,Advanced Life Support,26.900688339209267,75.96333738414643,Available
AMB_0538,Advanced Life Support,26.86815223886989,75.65776723649752,Available
AMB_0539,Advanced Life Support,26.886647436736204,75.95132209017474,Busy
AMB_0540,Basic Life Support,26.96240432687974,75.66656739433547,Busy
AMB_0541,Basic Life Support,26.95428639446237,75.91178185215553,Available
AMB_0542,Advanced Life Support,26.87202722485558,75.72262853791756,Busy
AMB_0543,Advanced Life Support,26.852299768606493,75.70977499966568,Available
AMB_0544,Basic Life Support,26.760786764158855,75.72756794360642,Available
AMB_0545,Basic Life Support,26.96219650321259,75.76163210041392,Busy
AMB_0546,Basic Life Support,26.941477327113276,75.84322057339806,Available
AMB_0547,Basic Life Support,26.797114722761258,75.75678711476475,Available
AMB_0548,Basic Life Support,26.940956158223585,75.70206387370811,Available
AMB_0549,Advanced Life Support,26.787784089264417,75.81797835572615,Available
AMB_0550,Advanced Life Support,26.94777226969366,75.77788695749382,Busy
AMB_0551,Basic Life Support,26.885054502680795,75.71618603528219,Available
AMB_0552,Basic Life Support,26.802436246904943,75.85247313534637,Available
AMB_0553,Basic Life Support,26.807416729230923,75.95558739630897,Busy
AMB_0554,Critical Care,26.91502296553048,75.91710939717936,Available
AMB_0555,Advanced Life Support,26.910428264867633,75.99526787934656,Available
AMB_0556,Advanced Life Support,26.964656739271703,75.79781528287832,Maintenance
AMB_0557,Advanced Life Support,26.902373530972564,75.96571534945699,Maintenance
AMB_0558,Advanced Life Support,26.997675593818116,75.93045426198994,Available
AMB_0559,Basic Life Support,26.755382441031003,75.82065758718457,Available
AMB_0560,Advanced Life Support,26.857061991464672,75.94383568152048,Available
AMB_0561,Advanced Life Support,26.966725880164013,75.89527307774927,Available
AMB_0562,Critical Care,26.801205130450633,75.77313935206872,Busy
AMB_0563,Basic Life Support,26.856319273028344,75.81114319730473,Available
AMB_0564,Advanced Life Support,26.75911533044331,75.77266931932407,Busy
AMB_0565,Basic Life Support,26.858697925329494,75.7069176270854,Busy
AMB_0566,Basic Life Support,26.835914486040263,75.76995622274144,Busy
AMB_0567,Advanced Life Support,26.890440483756628,75.70752974117583,Available
AMB_0568,Advanced Life Support,26.79887839450984,75.92233644882943,Available
AMB_0569,Advanced Life Support,26.75463931765272,75.8553093613814,Available
AMB_0570,Basic Life Support,26.996775167933592,75.83690570770787,Available
AMB_0571,Critical Care,26.957802109695695,75.8303418964925,Busy
AMB_0572,Advanced Life Support,26.82230712894704,75.83239065017925,Available
AMB_0573,Advanced Life Support,26.929242600386686,75.90935298967108,Available
AMB_0574,Basic Life Support,26.88210460426923,75.79761602468444,Available
AMB_0575,Advanced Life Support,26.77344872633973,75.81001928176241,Available
AMB_0576,Advanced Life Support,26.850841425324752,75.74304621055576,Available
AMB_0577,Critical Care,26.8515776829814,75.99370743921764,Available
AMB_0578,Advanced Life Support,26.77629762837517,75.65537356966836,Maintenance
AMB_0579,Critical Care,26.78530454670729,75.96992310191624,Busy
AMB_0580,Advanced Life Support,26.91901920183905,75.67726750741767,Available
AMB_0581,Basic Life Support,26.87421005105094,75.66642688475626,Busy
AMB_0582,Advanced Life Support,26.809043576285347,75.86584811072625,Available
AMB_0583,Basic Life Support,26.773822719233745,75.89252249938876,Available
AMB_0584,Basic Life Support,26.947720948942962,75.66467737353729,Available
AMB_0585,Advanced Life Support,26.96197330824109,75.78367393460084,Available
AMB_0586,Basic Life Support,26.83486240786685,75.79346574521935,Busy
AMB_0587,Advanced Life Support,26.818974369711505,75.82783772950827,Available
AMB_0588,Critical Care,26.795764330340976,75.72206417099464,Available
AMB_0589,Basic Life Support,26.924437692860476,75.98945075969358,Busy
AMB_0590,Advanced Life Support,26.75928792868608,75.88932968729661,Available
AMB_0591,Basic Life Support,26.875067021186005,75.98859977674014,Available
AMB_0592,Basic Life Support,26.87323555456604,75.73455553352699,Busy
AMB_0593,Advanced Life Support,26.993371800711415,75.96886048962877,Available
AMB_0594,Advanced Life Support,26.91167870489338,75.915498840676,Busy
AMB_0595,Advanced Life Support,26.83476064498816,75.90080413145083,Available
AMB_0596,Advanced Life Support,26.781912265198585,75.87273940815797,Available
AMB_0597,Advanced Life Support,26.950140332615256,75.71020768667367,Busy
AMB_0598,Basic Life Support,26.84437909935781,75.73099217495145,Available
AMB_0599,Advanced Life Support,26.838459354279557,75.95764748734882,Available
AMB_0600,Advanced Life Support,26.750045673133762,75.97734274135512,Available
AMB_0601,Advanced Life Support,26.752089679665097,75.84165915381415,Available
AMB_0602,Advanced Life Support,26.906061822943915,75.77380679294559,Busy
AMB_0603,Advanced Life Support,26.84311700087908,75.95390918215116,Available
AMB_0604,Basic Life Support,26.88086761542562,75.88054787370537,Busy
AMB_0605,Basic Life Support,26.94586500033314,75.8299882866974,Busy
AMB_0606,Advanced Life Support,26.76855973290426,75.90479973514353,Busy
AMB_0607,Basic Life Support,26.9100714550799,75.81249157506781,Busy
AMB_0608,Basic Life Support,26.918139795839146,75.67995298809979,Available
AMB_0609,Basic Life Support,26.900876471078153,75.98143857624632,Available
AMB_0610,Basic Life Support,26.862853546027548,75.99765846207053,Busy
AMB_0611,Critical Care,26.783585160573917,75.94211906304878,Busy
AMB_0612,Basic Life Support,26.785939910275626,75.81375504376055,Available
AMB_0613,Basic Life Support,26.835257292065936,75.68367582670119,Available
AMB_0614,Basic Life Support,26.796691542139982,75.69770562256065,Available
AMB_0615,Basic Life Support,26.827284206565512,75.81076996620376,Available
AMB_0616,Critical Care,26.96716290459322,75.70015605325604,Busy
AMB_0617,Basic Life Support,26.996944146953684,75.99409476336824,Busy
AMB_0618,Advanced Life Support,26.85215778725745,75.73401522936797,Available
AMB_0619,Advanced Life Support,26.87282269249986,75.94229285198668,Busy
AMB_0620,Basic Life Support,26.833978774885097,75.6622402574766,Busy
AMB_0621,Basic Life Support,26.877984443103188,75.95186332299498,Available
AMB_0622,Basic Life Support,26.824077960740272,75.67555193964756,Available
AMB_0623,Basic Life Support,26.90479353238955,75.65632078651673,Available
AMB_0624,Basic Life Support,26.82664342694187,75.90809198481334,Available
AMB_0625,Advanced Life Support,26.984725513537068,75.94389344028065,Available
AMB_0626,Advanced Life Support,26.957542537306672,75.8657769855242,Available
AMB_0627,Advanced Life Support,26.991281465210772,75.94845601022162,Busy
AMB_0628,Advanced Life Support,26.897918002794164,75.99497870431075,Available
AMB_0629,Critical Care,26.797849801551347,75.83974936992439,Available
AMB_0630,Advanced Life Support,26.767342884118573,75.83817323436932,Available
AMB_0631,Basic Life Support,26.853383672628492,75.94313883426615,Available
AMB_0632,Critical Care,26.877576701421376,75.87586883849313,Maintenance
AMB_0633,Advanced Life Support,26.906078563741776,75.83748531646049,Available
AMB_0634,Advanced Life Support,26.968040170768212,75.80098181682052,Available
AMB_0635,Basic Life Support,26.924440465221824,75.66336294918267,Available
AMB_0636,Basic Life Support,26.911433617593854,75.9423250674894,Available
AMB_0637,Basic Life Support,26.841411116370185,75.85162480646242,Available
AMB_0638,Basic Life Support,26.86045730321058,75.90746454633845,Available
AMB_0639,Basic Life Support,26.75520323105045,75.86576823166251,Available
AMB_0640,Basic Life Support,26.920000042792964,75.70742065057127,Available
AMB_0641,Critical Care,26.767854108670534,75.97334618639731,Available
AMB_0642,Basic Life Support,26.829126759228785,75.66177073072942,Available
AMB_0643,Basic Life Support,26.926078945825026,75.87012206783221,Available
AMB_0644,Advanced Life Support,26.934233187648033,75.68747837941321,Available
AMB_0645,Advanced Life Support,26.928768094089854,75.70983956672428,Busy
AMB_0646,Basic Life Support,26.93269164401874,75.99697096490983,Available
AMB_0647,Basic Life Support,26.84530090105735,75.77781111901977,Available
AMB_0648,Advanced Life Support,26.999219482843426,75.91434752749383,Available
AMB_0649,Advanced Life Support,26.771373518808403,75.83841118167902,Available
AMB_0650,Basic Life Support,26.810159886952732,75.65538844502639,Available
AMB_0651,Basic Life Support,26.90051234450106,75.93769042829527,Available
AMB_0652,Advanced Life Support,26.91009100821236,75.76535272600596,Busy
AMB_0653,Basic Life Support,26.903716167081647,75.8685410350086,Available
AMB_0654,Basic Life Support,26.93811947808902,75.71218151075665,Available
AMB_0655,Critical Care,26.993760449546585,75.8945802412763,Available
AMB_0656,Advanced Life Support,26.97418214348073,75.96416842736146,Busy
AMB_0657,Basic Life Support,26.7900531113827,75.71844254342481,Busy
AMB_0658,Critical Care,26.963336029070877,75.8851474011838,Busy
AMB_0659,Advanced Life Support,26.978363656456214,75.79857704737502,Available
AMB_0660,Basic Life Support,26.78764510944508,75.88283676261973,Busy
AMB_0661,Advanced Life Support,26.96327622522719,75.85364336843902,Available
AMB_0662,Basic Life Support,26.929465787061794,75.7763164748034,Available
AMB_0663,Basic Life Support,26.886770874359108,75.7221448562683,Available
AMB_0664,Basic Life Support,26.768078714264835,75.92105006862707,Busy
AMB_0665,Advanced Life Support,26.99214046699107,75.69411837812929,Busy
AMB_0666,Advanced Life Support,26.994833245656693,75.85458423052245,Available
AMB_0667,Advanced Life Support,26.75578524118596,75.739253124449,Available
AMB_0668,Critical Care,26.99057398583677,75.87946155068211,Available
AMB_0669,Basic Life Support,26.86451882361561,75.94697572705076,Available
AMB_0670,Critical Care,26.87765749814595,75.65100863303428,Available
AMB_0671,Critical Care,26.90899708640258,75.94953595831167,Available
AMB_0672,Advanced Life Support,26.984521624051247,75.80146643605964,Busy
AMB_0673,Basic Life Support,26.84700572651428,75.65642793596186,Available
AMB_0674,Basic Life Support,26.952450223067235,75.75978817750838,Available
AMB_0675,Advanced Life Support,26.760137311106213,75.97265535714001,Maintenance
AMB_0676,Advanced Life Support,26.77820600736407,75.712427653806,Available
AMB_0677,Basic Life Support,26.959226904394374,75.71487996944974,Busy
AMB_0678,Advanced Life Support,26.798246814784772,75.78368268274042,Available
AMB_0679,Critical Care,26.803084388764255,75.76315579219441,Available
AMB_0680,Basic Life Support,26.822974122829432,75.73419203613533,Available
AMB_0681,Basic Life Support,26.909250249144097,75.74947061785146,Available
AMB_0682,Basic Life Support,26.77009871349806,75.87297843289679,Available
AMB_0683,Basic Life Support,26.865021100867366,75.92409511543784,Available
AMB_0684,Advanced Life Support,26.874806293127495,75.666698550915,Busy
AMB_0685,Critical Care,26.923941331220394,75.94711026616066,Available
AMB_0686,Advanced Life Support,26.873592569904105,75.65183333273023,Available
AMB_0687,Advanced Life Support,26.903218611124878,75.99860746466703,Available
AMB_0688,Advanced Life Support,26.810620079738747,75.72750732836688,Available
AMB_0689,Basic Life Support,26.931899155211166,75.98333262817542,Maintenance
AMB_0690,Advanced Life Support,26.78027676717804,75.87485442106069,Available
AMB_0691,Advanced Life Support,26.841766180798597,75.98245631388583,Available
AMB_0692,Advanced Life Support,26.932971028715727,75.76887236305804,Available
AMB_0693,Critical Care,26.91214827032166,75.99794345234962,Available
AMB_0694,Basic Life Support,26.866176612277837,75.80295973035206,Available
AMB_0695,Advanced Life Support,26.77888507222752,75.80806089284863,Available
AMB_0696,Basic Life Support,26.752087652253653,75.90523675514743,Available
AMB_0697,Advanced Life Support,26.98331880733748,75.85730065058914,Available
AMB_0698,Basic Life Support,26.811213942072897,75.86463228504336,Available
AMB_0699,Advanced Life Support,26.798384987091147,75.85147093054117,Available
AMB_0700,Basic Life Support,26.994541523248042,75.65954713658913,Available
AMB_0701,Basic Life Support,26.865468926862732,75.79675042895192,Busy
AMB_0702,Basic Life Support,26.882666597477726,75.9065062069063,Available
AMB_0703,Critical Care,26.88767732479652,75.7125579450071,Available
AMB_0704,Advanced Life Support,26.801253858199548,75.76090270014026,Available
AMB_0705,Basic Life Support,26.946000773561035,75.9714056673365,Available
AMB_0706,Basic Life Support,26.80849315915194,75.69697065486315,Available
AMB_0707,Advanced Life Support,26.754975636691835,75.72908573554034,Available
AMB_0708,Advanced Life Support,26.869944485732304,75.83061899969778,Available
AMB_0709,Basic Life Support,26.839727770813624,75.84584902995248,Busy
AMB_0710,Basic Life Support,26.80708316486228,75.91375645442345,Busy
AMB_0711,Advanced Life Support,26.768316024891394,75.77875398209113,Available
AMB_0712,Advanced Life Support,26.912814468372382,75.74590682279675,Available
AMB_0713,Advanced Life Support,26.953225278084343,75.90931325518463,Available
AMB_0714,Basic Life Support,26.985505077683,75.73254504933573,Available
AMB_0715,Basic Life Support,26.874776557666603,75.89860094225823,Available
AMB_0716,Advanced Life Support,26.75765905252497,75.90766365322764,Available
AMB_0717,Critical Care,26.785509139250347,75.92069650702393,Available
AMB_0718,Advanced Life Support,26.77594362279996,75.85496333525121,Maintenance
AMB_0719,Advanced Life Support,26.93521020712947,75.91839157772321,Busy
AMB_0720,Basic Life Support,26.815660672551427,75.96749863926432,Busy
AMB_0721,Critical Care,26.85238875414287,75.82572009043119,Busy
AMB_0722,Advanced Life Support,26.779002039589834,75.81458272007688,Available
AMB_0723,Critical Care,26.773395920308833,75.79077476774789,Available
AMB_0724,Advanced Life Support,26.899641755613732,75.66638253806906,Available
AMB_0725,Basic Life Support,26.912157467506564,75.69944125073307,Available
AMB_0726,Advanced Life Support,26.827966774641958,75.7705363686032,Available
AMB_0727,Critical Care,26.76964975581644,75.92462088446847,Busy
AMB_0728,Basic Life Support,26.85150695866584,75.86674414857572,Busy
AMB_0729,Advanced Life Support,26.94565641296072,75.79872889992507,Available
AMB_0730,Advanced Life Support,26.760810748175867,75.69203831030423,Available
AMB_0731,Basic Life Support,26.76838441252444,75.83896728207243,Available
AMB_0732,Advanced Life Support,26.876647629226376,75.65580866327488,Available
AMB_0733,Advanced Life Support,26.916318331236265,75.7462095724495,Available
AMB_0734,Advanced Life Support,26.80084367950403,75.94380705023327,Available
AMB_0735,Critical Care,26.89188160597715,75.85421777500545,Available
AMB_0736,Basic Life Support,26.970525370152988,75.71944493628806,Available
AMB_0737,Basic Life Support,26.910292131279697,75.92889215213488,Available
AMB_0738,Advanced Life Support,26.947343416103614,75.69736719887749,Available
AMB_0739,Basic Life Support,26.796650445010897,75.99404965249069,Available
AMB_0740,Critical Care,26.86879215557906,75.91621964527754,Available
AMB_0741,Basic Life Support,26.96292810534768,75.65698293575784,Available
AMB_0742,Advanced Life Support,26.78161071014489,75.90586841203873,Available
AMB_0743,Basic Life Support,26.921224226143902,75.68698342668901,Available
AMB_0744,Basic Life Support,26.847562244984424,75.92151012789083,Available
AMB_0745,Advanced Life Support,26.94573117870036,75.69314531374724,Available
AMB_0746,Advanced Life Support,26.862040036806597,75.77715912567261,Maintenance
AMB_0747,Basic Life Support,26.84371577248026,75.93966106343994,Available
AMB_0748,Advanced Life Support,26.80217587945188,75.84291641635403,Available
AMB_0749,Basic Life Support,26.92536162175988,75.91398709776641,Available
AMB_0750,Advanced Life Support,26.874052008625238,75.92653855784602,Available
AMB_0751,Basic Life Support,26.9506201012005,75.77264679506203,Busy
AMB_0752,Basic Life Support,26.80253453662082,75.69479911130817,Busy
AMB_0753,Basic Life Support,26.929101225793946,75.92044738205855,Available
AMB_0754,Advanced Life Support,26.963824364939715,75.68692984407093,Busy
AMB_0755,Basic Life Support,26.758717637252804,75.8914453336994,Available
AMB_0756,Basic Life Support,26.856390116691347,75.93059660778741,Available
AMB_0757,Advanced Life Support,26.920698327778567,75.93624176584652,Busy
AMB_0758,Basic Life Support,26.83679036464344,75.96587855172054,Busy
AMB_0759,Advanced Life Support,26.939471475634374,75.78953834049531,Available
AMB_0760,Advanced Life Support,26.90577377003159,75.70510497581863,Available
AMB_0761,Basic Life Support,26.83410259484468,75.70755652785802,Available
AMB_0762,Basic Life Support,26.829667711368348,75.65272073032149,Available
AMB_0763,Basic Life Support,26.919431162551266,75.70733789458889,Available
AMB_0764,Basic Life Support,26.88684438369779,75.70585804925935,Available
AMB_0765,Advanced Life Support,26.76498876080741,75.6876804169654,Available
AMB_0766,Basic Life Support,26.781817511558906,75.68636155305988,Available
AMB_0767,Basic Life Support,26.85427981412223,75.74888632365132,Available
AMB_0768,Basic Life Support,26.88583213320619,75.7508662820642,Available
AMB_0769,Basic Life Support,26.83833944254509,75.71826669634841,Busy
AMB_0770,Advanced Life Support,26.861074215996208,75.6861361368311,Available
AMB_0771,Critical Care,26.866906289975674,75.68537250244086,Busy
AMB_0772,Advanced Life Support,26.922115063961485,75.93018574394074,Maintenance
AMB_0773,Basic Life Support,26.949984477122854,75.73537943001679,Busy
AMB_0774,Critical Care,26.986299843284886,75.92718556153821,Available
AMB_0775,Advanced Life Support,26.879434539575186,75.65144300961272,Busy
AMB_0776,Basic Life Support,26.80308295395872,75.81077591058795,Available
AMB_0777,Advanced Life Support,26.97977384681844,75.73351404105362,Available
AMB_0778,Advanced Life Support,26.773372113758594,75.93719425673306,Available
AMB_0779,Basic Life Support,26.922243649736878,75.69639231432309,Busy
AMB_0780,Basic Life Support,26.829467884747945,75.65820024553065,Available
AMB_0781,Basic Life Support,26.91057430285475,75.88163086676794,Busy
AMB_0782,Basic Life Support,26.882963174133067,75.77862960323716,Available
AMB_0783,Basic Life Support,26.78457028514858,75.71942204458155,Busy
AMB_0784,Basic Life Support,26.9050934342547,75.82740251813938,Available
AMB_0785,Basic Life Support,26.79842634507358,75.91461950774995,Available
AMB_0786,Basic Life Support,26.918758507476323,75.67931574704798,Available
AMB_0787,Advanced Life Support,26.9091266189991,75.71751435622166,Available
AMB_0788,Advanced Life Support,26.974496542385573,75.76104398956535,Available
AMB_0789,Basic Life Support,26.958756378196302,75.70331097208931,Busy
AMB_0790,Advanced Life Support,26.768912706339982,75.83991623652113,Available
AMB_0791,Advanced Life Support,26.845315589019798,75.73813785656561,Available
AMB_0792,Advanced Life Support,26.927383053510678,75.94811783644428,Available
AMB_0793,Advanced Life Support,26.937013486235852,75.83743530833702,Available
AMB_0794,Advanced Life Support,26.85606739397704,75.7903449478875,Available
AMB_0795,Basic Life Support,26.9653582504143,75.90119062153859,Available
AMB_0796,Advanced Life Support,26.758705568457675,75.71640573497224,Available
AMB_0797,Basic Life Support,26.915386484810877,75.75279862796371,Available
AMB_0798,Basic Life Support,26.967381033552964,75.73290352895341,Available
AMB_0799,Advanced Life Support,26.93040743624703,75.8295058495563,Busy
AMB_0800,Basic Life Support,26.767087888742843,75.66430632971127,Busy
AMB_0801,Advanced Life Support,26.983522635151804,75.80204634371532,Available
AMB_0802,Basic Life Support,26.768746848957107,75.86147381449973,Available
AMB_0803,Advanced Life Support,26.79990917187185,75.89591839933463,Busy
AMB_0804,Basic Life Support,26.789294187153434,75.98903122242186,Busy
AMB_0805,Basic Life Support,26.94417384152338,75.86720776193434,Available
AMB_0806,Basic Life Support,26.987179958439473,75.94941299496888,Available
AMB_0807,Basic Life Support,26.931848283295338,75.90655479873855,Available
